seqnames,start,end,width,strand,sampleID,hgncSymbol,type,pValue,padjust,psiValue,deltaPsi,counts,totalCounts,meanCounts,meanTotalCounts,nonsplitCounts,nonsplitProportion,nonsplitProportion_99quantile
chr14,58291708,58292622,915,*,RD142,ARMH4;PSMA3-AS1,jaccard,3.2577e-8,0.0014833,0.44,0.43,21,48,1.51,131.07,0,0,NA
chr12,54984167,54984584,418,*,RD293,TESPA1,jaccard,3.261e-8,0.0082069,0.84,0.8,21,25,34.94,244.94,0,0,NA
chr12,53296276,53297849,1574,*,RD380,NA,jaccard,3.2704e-8,0.0090534,0.22,-0.41,156,716,845.59,1146.5,251,0.35,NA
chr14,64441454,64442053,600,*,RD158,MTHFD1,jaccard,3.2706e-8,0.00569,0.33,-0.62,12,36,79.03,95.81,24,0.67,NA
chr19,49812737,49813345,609,*,RD275,FUZ,jaccard,3.2727e-8,0.0039621,0.65,0.64,28,43,1.3,82.09,5,0.12,NA
chr6,108987631,108988542,912,*,RD144,SESN1,jaccard,3.2778e-8,0.0032102,0,-0.94,0,9,88.36,96.31,9,1,NA
chr6,90536402,90544551,8150,*,RD140,MAP3K7,jaccard,3.2861e-8,0.0029536,0.63,0.59,37,59,10.85,115.11,1,0.02,NA
chr6,6174868,6181987,7120,*,RD275,F13A1,jaccard,3.2886e-8,0.0039697,0,-0.9,0,9,244.49,247.87,9,1,NA
chr5,96757655,96762273,4619,*,RD264,CAST;ERAP1,jaccard,3.2887e-8,0.031661,0.51,-0.36,58,113,602.78,620.13,54,0.48,NA
chr12,46209128,46229152,20025,*,RD140,SLC38A1,jaccard,3.294e-8,0.0029543,0.45,-0.48,21,47,103.78,109.61,0,0,NA
chr5,1078759,1079397,639,*,RD268,NA,jaccard,3.2945e-8,0.0061073,0.42,-0.53,38,91,92.44,97.67,53,0.58,NA
chrX,135051369,135051916,548,*,RD143,RTL8A,jaccard,3.2965e-8,0.0021557,0.78,0.62,28,36,55.06,160.74,8,0.22,NA
chr10,97641178,97650940,9763,*,RD158,PI4K2A,jaccard,3.2988e-8,0.0057076,0,-0.95,0,16,28.73,30.1,1,0.06,NA
chr9,120389293,120389740,448,*,RD141,CDK5RAP2,jaccard,3.2989e-8,0.0067733,0.45,-0.48,17,38,134.41,148.63,21,0.55,NA
chr2,113598467,113598606,140,*,UDN240668,WASH2P,jaccard,3.3016e-8,0.014742,0.99,0.55,102,103,54.03,105.85,1,0.01,NA
chr10,124046725,124092709,45985,*,RD142,CHST15,jaccard,3.3023e-8,0.0014996,0.55,0.52,23,42,8.16,220.78,1,0.02,NA
chr3,48627053,48627945,893,*,RD142,SLC26A6,jaccard,3.3044e-8,0.0014996,0.85,0.64,46,54,38.79,96.53,4,0.07,NA
chr22,41274728,41280932,6205,*,RD140,RANGAP1,jaccard,3.3061e-8,0.0029587,0.65,-0.33,69,106,222.54,235.04,8,0.08,NA
chr1,43671876,43683683,11808,*,RD141,KDM4A,jaccard,3.3112e-8,0.0067733,0.32,-0.67,6,19,66.15,68.21,9,0.47,NA
chr2,171522739,171553345,30607,*,UDN093752,CYBRD1,jaccard,3.3118e-8,0.01786,0.51,0.51,18,35,2.99,122.18,0,0,NA
chr19,17532389,17533623,1235,*,RD146,NIBAN3,jaccard,3.3136e-8,0.019657,0.37,0.36,11,30,1.61,262.76,6,0.2,NA
chr5,140695846,140696102,257,*,RD139,HARS2,jaccard,3.3144e-8,0.0016041,0.76,0.58,77,101,71.89,130.06,24,0.24,NA
chr10,102381256,102382055,800,*,RD143,GBF1,jaccard,3.3158e-8,0.0021649,0.5,-0.49,9,18,214.26,223.12,0,0,NA
chr15,92901300,92924320,23021,*,RD144,CHD2,jaccard,3.3163e-8,0.0032403,0.81,0.65,46,57,63.67,112.85,11,0.19,NA
chr7,148730263,148753975,23713,*,RD268,CUL1,jaccard,3.3191e-8,0.0061256,0.49,-0.46,27,55,167.99,173.86,27,0.49,NA
chr1,173839547,173845228,5682,*,RD466,DARS2,jaccard,3.3192e-8,0.027197,1,0.99,10,10,0.29,45.15,0,0,NA
chr17,5368469,5377115,8647,*,RD275,RABEP1;NUP88,jaccard,3.3196e-8,0.0039956,0.31,0.3,36,115,0.47,260.55,0,0,NA
chr1,93337484,93338229,746,*,RD293,CCDC18-AS1,jaccard,3.3213e-8,0.0082585,0.84,0.82,16,19,0.76,39.6,3,0.16,NA
chr4,38664462,38664841,380,*,RD144,KLF3-AS1;KLF3,jaccard,3.3292e-8,0.0032416,0.63,0.63,12,19,6.41,288.87,2,0.11,NA
chrX,124051395,124056127,4733,*,RD141,STAG2,jaccard,3.3326e-8,0.0067837,0.49,-0.47,21,43,142.79,144.52,0,0,NA
chr5,38945069,38945490,422,*,RD534,OSMR;RICTOR,jaccard,3.3335e-8,0.0068431,0.36,-0.6,8,22,87.31,93.09,14,0.64,NA
chr3,5208264,5211119,2856,*,RD435,EDEM1,jaccard,3.3361e-8,0.021313,0.36,0.34,50,139,14.84,267.32,0,0,NA
chr9,34646787,34647088,302,*,RD139,GALT,jaccard,3.3375e-8,0.0016134,0.11,-0.86,1,9,173.85,189.7,8,0.89,NA
chr17,4973254,4973584,331,*,RD143,CAMTA2;LOC124903901,jaccard,3.338e-8,0.0021751,0.52,-0.43,42,80,211.71,223.13,0,0,NA
chr7,30137360,30146176,8817,*,RD140,MTURN,jaccard,3.3383e-8,0.0029811,0.73,0.73,11,15,2.68,97.25,0,0,NA
chr18,79467583,79486247,18665,*,RD143,NFATC1,jaccard,3.3419e-8,0.0021751,0.81,0.7,22,27,79.19,140.88,5,0.19,NA
chr19,47307511,47316468,8958,*,RD142,C5AR1,jaccard,3.3421e-8,0.001512,0.5,0.5,31,62,2.93,141.79,0,0,NA
chr10,120873924,120878352,4429,*,RD142,WDR11,jaccard,3.3427e-8,0.001512,0.45,-0.53,34,76,70.28,71.88,0,0,NA
chr2,190931638,190953564,21927,*,RD534,GLS;STAT1,jaccard,3.3454e-8,0.0068431,0.67,0.57,49,73,44.57,219.53,0,0,NA
chr1,93156484,93158814,2331,*,RD144,TMED5,jaccard,3.3538e-8,0.0032539,0.55,0.5,26,47,8.47,213.57,2,0.04,NA
chr12,57535846,57546027,10182,*,RD141,DCTN2;KIF5A,jaccard,3.3547e-8,0.0067953,0.4,-0.38,128,322,308.09,484.98,35,0.11,NA
chr11,62789427,62789600,174,*,RD264,TMEM223;TMEM179B,jaccard,3.3549e-8,0.031661,0.55,-0.3,188,341,451.14,508.06,25,0.07,NA
chr7,76618301,76618511,211,*,UDN077682,NA,jaccard,3.3569e-8,0.0093729,1,0.99,8,8,4.58,110.07,0,0,NA
chr1,243156348,243164283,7936,*,RD158,NA,jaccard,3.3571e-8,0.0057841,0.71,0.69,25,35,8.23,99.05,10,0.29,NA
chr7,102467824,102468061,238,*,RD139,LRWD1,jaccard,3.3593e-8,0.0016202,0.67,-0.32,39,58,207.76,210.33,0,0,NA
chr6,157285780,157292743,6964,*,UDN110107,TMEM242,jaccard,3.3598e-8,0.020851,0.9,0.89,18,20,0.5,30.96,2,0.1,NA
chr12,46362639,46363020,382,*,UDN077682,SLC38A2,jaccard,3.3626e-8,0.0093729,0.64,-0.35,52,81,127.83,138.43,17,0.21,NA
chr14,93212128,93214928,2801,*,UDN077682,NA,jaccard,3.3632e-8,0.0093729,0.33,-0.66,15,45,48.64,51.16,0,0,NA
chr13,113444590,113459311,14722,*,RD275,ADPRHL1;DCUN1D2,jaccard,3.3643e-8,0.0040261,1,0.8,26,26,1.16,61.02,0,0,NA
chr14,58361103,58364169,3067,*,UDN110107,ARID4A,jaccard,3.3643e-8,0.020851,0.95,0.94,19,20,3.36,34.9,0,0,NA
chr6,5613321,5771290,157970,*,RD158,FARS2;LOC124901250,jaccard,3.3709e-8,0.0057841,0.05,-0.87,1,21,62.96,68.24,0,0,NA
chr4,82829059,82842139,13081,*,RD143,SEC31A,jaccard,3.3715e-8,0.0021875,0.25,-0.49,27,106,119.86,194.87,31,0.29,NA
chr13,41065288,41068560,3273,*,GSS115787,WBP4,jaccard,3.3738e-8,0.037864,0,-0.99,0,8,32.76,33.75,8,1,NA
chr16,3544330,3547075,2746,*,RD466,NLRC3,jaccard,3.3747e-8,0.027197,0.33,0.33,19,57,1.28,149.04,1,0.02,NA
chr1,182795841,182798071,2231,*,RD139,NPL,jaccard,3.3759e-8,0.0016262,0.84,0.73,21,25,2.24,91.73,0,0,NA
chr8,22564522,22565267,746,*,RD465,SORBS3,jaccard,3.3762e-8,0.014604,0.03,-0.93,1,29,25.84,29.5,0,0,NA
chr20,44938192,44938673,482,*,RD142,PABPC1L;LOC124904912,jaccard,3.384e-8,0.0015291,0,-0.61,0,34,99.59,135.85,1,0.03,NA
chr2,9436362,9440490,4129,*,RD140,CPSF3,jaccard,3.3853e-8,0.0030167,0.62,-0.36,42,68,87.31,89.47,0,0,NA
chr14,74292643,74292747,105,*,RD534,ABCD4,jaccard,3.3925e-8,0.0068968,0.51,-0.48,42,82,97,102.04,40,0.49,NA
chr11,64224163,64224284,122,*,UDN093752,TRPT1,jaccard,3.3964e-8,0.017898,0.46,0.45,32,70,5.44,159.86,15,0.21,NA
chr7,142025150,142027114,1965,*,UDN093752,NA,jaccard,3.405e-8,0.017898,0.41,-0.57,11,27,97.48,99.07,16,0.59,NA
chr1,150961192,150962129,938,*,RD143,SETDB1;CERS2,jaccard,3.4054e-8,0.0022061,0.19,-0.75,6,32,50.32,82.08,26,0.81,NA
chr11,119077648,119077877,230,*,RD293,NA,jaccard,3.4076e-8,0.0083729,0.14,-0.84,1,7,205.55,206.98,6,0.86,NA
chr13,102638316,102640269,1954,*,RD466,TPP2,jaccard,3.4077e-8,0.027197,0.45,-0.54,14,31,83.59,85.84,0,0,NA
chr9,131529557,131530485,929,*,RD140,UCK1,jaccard,3.4088e-8,0.0030182,0.32,0.32,42,131,7.51,244.56,31,0.24,NA
chr5,170050398,170055304,4907,*,UDN238929.Aligned.sortedByCoord.out.bam,DOCK2,jaccard,3.4098e-8,0.0094395,0.23,-0.39,109,484,467.61,495.29,375,0.77,NA
chr20,36688785,36721678,32894,*,UDN077682,NDRG3,jaccard,3.4113e-8,0.0094435,0.34,0.33,34,100,1.93,194.41,0,0,NA
chr12,9841952,9842320,369,*,GSS158504,KLRF1,jaccard,3.4123e-8,0.027249,0,-0.49,0,93,80,120.56,35,0.38,NA
chr17,56895605,56895925,321,*,RD432,LOC124904036;TRIM25,jaccard,3.4155e-8,0.022971,0.31,-0.36,64,208,245.77,495.57,139,0.67,NA
chr2,227520064,227523762,3699,*,RD453,AGFG1,jaccard,3.4173e-8,0.015424,0.54,-0.42,30,56,174.62,177.36,0,0,NA
chr6,143968979,144064450,95472,*,RD420,PLAGL1,jaccard,3.4178e-8,0.016831,0.97,0.94,30,31,3.86,39.07,0,0,NA
chr1,183545313,183549207,3895,*,RD139,SMG7,jaccard,3.4189e-8,0.0016394,0.36,0.34,20,55,1.04,298.06,1,0.02,NA
chr5,179840960,179841906,947,*,RD142,NA,jaccard,3.4204e-8,0.0015438,0.07,-0.83,1,14,88.01,92.71,13,0.93,NA
chr12,132567527,132569925,2399,*,RD147,FBRSL1,jaccard,3.4219e-8,0.033832,0.57,-0.41,33,58,166.56,177.06,10,0.17,NA
chr8,130214702,130236921,22220,*,RD534,ASAP1,jaccard,3.4265e-8,0.0068968,0.38,-0.61,12,32,89.53,92.79,0,0,NA
chr12,62566451,62578444,11994,*,RD432,MON2,jaccard,3.4297e-8,0.022971,1,0.99,6,6,1.23,97.43,0,0,NA
chr19,42099822,42117249,17428,*,RD146,POU2F2,jaccard,3.4338e-8,0.020083,0.29,-0.68,4,14,345.08,387.42,0,0,NA
chr1,32619657,32627507,7851,*,RD158,ZBTB8OS,jaccard,3.4381e-8,0.0058121,0.8,0.79,16,20,0.59,63.16,0,0,NA
chr11,70272437,70324401,51965,*,RD448,NA,jaccard,3.4399e-8,0.018191,0.15,-0.83,5,33,51.49,56.61,0,0,NA
chr2,48465643,48471086,5444,*,RD140,PPP1R21,jaccard,3.4406e-8,0.0030398,0.58,-0.42,37,64,81.87,85.37,0,0,NA
chr20,41092588,41097219,4632,*,RD420,TOP1,jaccard,3.4452e-8,0.016831,0.52,-0.45,26,50,167.13,178.12,9,0.18,NA
chr8,8786056,8797364,11309,*,RD144,NA,jaccard,3.448e-8,0.0033375,0.1,-0.85,3,31,52.59,64.19,0,0,NA
chr17,7102197,7106999,4803,*,RD142,ASGR2,jaccard,3.4496e-8,0.0015553,0.51,-0.45,42,82,142.53,155.47,7,0.09,NA
chr8,21994452,21995491,1040,*,RD268,XPO7,jaccard,3.456e-8,0.0063501,0.47,-0.44,74,156,133.78,143.24,55,0.35,NA
chr1,161164613,161164834,222,*,GSS225379,USP21,jaccard,3.4577e-8,0.0084877,0.21,-0.5,50,233,117.51,155.49,183,0.79,NA
chr4,67606390,67607193,804,*,RD448,STAP1,jaccard,3.4608e-8,0.018191,1,0.98,16,16,3.04,35.46,0,0,NA
chr9,27550708,27556560,5853,*,UDN240668,C9orf72,jaccard,3.4616e-8,0.015292,0.6,-0.39,107,178,136.11,143.04,1,0.01,NA
chr17,4833641,4878316,44676,*,RD143,MINK1,jaccard,3.4688e-8,0.0022437,0.38,-0.6,8,21,178.4,187.93,1,0.05,NA
chr19,12770083,12770924,842,*,RD139,HOOK2,jaccard,3.4688e-8,0.0016614,1,0.75,34,34,1.09,53.65,0,0,NA
chr15,28921750,28995752,74003,*,GSS115784,NA,jaccard,3.4689e-8,0.049672,0.06,-0.64,4,69,69.94,96.79,13,0.19,NA
chr9,130693914,130695491,1578,*,UDN110107,EXOSC2,jaccard,3.4702e-8,0.020912,0.43,-0.55,13,30,73.03,75.5,17,0.57,NA
chr22,37630171,37630902,732,*,RD139,GGA1,jaccard,3.4746e-8,0.0016623,0.28,-0.56,10,36,186.42,228.92,11,0.31,NA
chr2,61246478,61247926,1449,*,RD140,USP34,jaccard,3.4766e-8,0.0030651,0.64,0.63,23,36,0.37,89.77,0,0,NA
chrX,153352142,153357190,5049,*,RD534,ZNF275;LOC105373378,jaccard,3.479e-8,0.0068968,1,0.99,16,16,1.31,25.57,0,0,NA
chr21,45504557,45505133,577,*,RD275,SLC19A1,jaccard,3.4793e-8,0.0041398,0.27,-0.6,81,296,363.78,422.1,26,0.09,NA
chr7,7596462,7605941,9480,*,RD534,MIOS,jaccard,3.4808e-8,0.0068968,0.35,-0.65,8,23,62.2,64.51,0,0,NA
chr16,19564951,19569423,4473,*,RD534,VPS35L,jaccard,3.4823e-8,0.0068968,0,-0.93,0,13,58.41,60.35,6,0.46,NA
chr2,207597115,207621805,24691,*,RD144,CREB1;METTL21A,jaccard,3.4825e-8,0.003363,0.47,0.46,32,68,0.72,106.14,3,0.04,NA
chr12,54510467,54511802,1336,*,RD534,NCKAP1L,jaccard,3.4826e-8,0.0068968,0.31,0.3,28,90,15.64,355.69,0,0,NA
chr20,63941209,63942469,1261,*,RD143,UCKL1,jaccard,3.4947e-8,0.0022569,0.46,0.45,32,69,5.92,169.44,17,0.25,NA
chr11,63909386,63909425,40,*,RD221,MARK2,jaccard,3.4952e-8,0.0065377,0.05,-0.5,2,42,66.1,525.17,40,0.95,NA
chr7,1010144,1028257,18114,*,RD158,C7orf50,jaccard,3.4999e-8,0.0058121,0.36,-0.52,26,73,240.92,304.75,0,0,NA
chr22,20761387,20764816,3430,*,RD466,PI4KA,jaccard,3.5006e-8,0.027197,0.33,-0.63,8,24,94.81,103.38,10,0.42,NA
chr3,45714080,45719499,5420,*,GSS225379,SACM1L,jaccard,3.5029e-8,0.0085064,0.62,-0.37,242,389,124.23,129.42,117,0.3,NA
chr12,70332847,70335437,2591,*,RD142,CNOT2,jaccard,3.5046e-8,0.0015766,0.32,-0.56,14,44,142.95,163.61,0,0,NA
chr1,154261698,154263102,1405,*,RD293,UBAP2L,jaccard,3.5057e-8,0.0085281,0.13,-0.45,8,61,109.67,347.56,4,0.07,NA
chr14,91199906,91204705,4800,*,RD144,DGLUCY,jaccard,3.5057e-8,0.0033776,0.64,-0.31,145,225,413.38,482.53,15,0.07,NA
chr15,65481616,65485098,3483,*,UDN077682,DPP8,jaccard,3.506e-8,0.0096415,0,-0.95,0,14,38.98,41.34,0,0,NA
chr2,174612772,174623398,10627,*,RD158,LOC124906096;WIPF1,jaccard,3.5082e-8,0.0058121,0.69,0.68,20,29,2.01,79.95,6,0.21,NA
chr11,64225581,64226061,481,*,RD275,TRPT1;NUDT22,jaccard,3.5122e-8,0.0041669,0.48,0.46,20,42,1.88,160.77,6,0.14,NA
chr5,69128133,69129446,1314,*,RD158,SLC30A5,jaccard,3.5144e-8,0.0058121,0.3,-0.66,11,37,76.58,82.72,0,0,NA
chr17,75568694,75568771,78,*,RD466,LLGL2,jaccard,3.5145e-8,0.027197,0.56,-0.43,46,82,142.28,146.72,28,0.34,NA
chr2,178436320,178441609,5290,*,RD144,CHROMR;PRKRA,jaccard,3.5193e-8,0.0033829,0.29,-0.66,12,41,68.07,79.8,3,0.07,NA
chr17,42956561,42957137,577,*,RD140,PTGES3L-AARSD1;AARSD1,jaccard,3.5256e-8,0.0030979,0.35,-0.63,15,43,70.97,76.3,0,0,NA
chr6,71289812,71293292,3481,*,RD158,LINC00472;LOC124901339;OGFRL1,jaccard,3.5271e-8,0.0058121,0.3,0.3,22,73,2.3,316.75,0,0,NA
chr7,128638898,128642216,3319,*,RD140,LINC01000,jaccard,3.5294e-8,0.0030979,0.38,0.38,32,84,3.06,146.19,20,0.24,NA
chr7,142869148,142869816,669,*,RD142,NA,jaccard,3.5338e-8,0.0015864,0.53,-0.45,16,30,96.73,100.8,14,0.47,NA
chr5,75351316,75351423,108,*,RD264,HMGCR,jaccard,3.5381e-8,0.031978,0.4,-0.58,6,15,129.1,132.85,0,0,NA
chr12,56137915,56138025,111,*,RD264,ESYT1,jaccard,3.5424e-8,0.031978,0.67,-0.32,22,33,453.2,460.56,11,0.33,NA
chr3,49748169,49770519,22351,*,RD141,IP6K1,jaccard,3.5457e-8,0.0071128,0.53,0.5,29,55,6.83,163.88,2,0.04,NA
chr7,37133235,37211385,78151,*,RD534,ELMO1,jaccard,3.546e-8,0.0069786,0.51,-0.47,31,61,124.76,130.87,7,0.11,NA
chr16,89738975,89739132,158,*,RD221,ZNF276;FANCA,jaccard,3.55e-8,0.0066105,0.4,0.35,48,119,37.38,408.29,64,0.54,NA
chr17,44207912,44208618,707,*,RD140,ATXN7L3-AS1;UBTF,jaccard,3.5511e-8,0.0030979,0.33,0.3,45,136,16.34,372.51,1,0.01,NA
chr6,134966474,134969237,2764,*,RD142,HBS1L,jaccard,3.5594e-8,0.0015961,0,-0.86,0,24,41.6,46.83,0,0,NA
chr11,4600827,4601026,200,*,UDN240668,TRIM68,jaccard,3.5603e-8,0.0154,0,-0.98,0,10,30.18,32.69,10,1,NA
chr1,203771478,203772067,590,*,RD139,LAX1,jaccard,3.563e-8,0.0017026,0.23,-0.68,10,44,42.47,59,13,0.3,NA
chr11,93738500,93739236,737,*,RD147,TAF1D,jaccard,3.5704e-8,0.034479,0.11,-0.88,1,9,85.65,89.99,0,0,NA
chr6,33688168,33688238,71,*,RD141,ITPR3,jaccard,3.5707e-8,0.0071286,0,-0.92,0,12,91.83,102.67,12,1,NA
chr20,53571854,53575726,3873,*,RD275,ZNF217-AS1;ZNF217,jaccard,3.5746e-8,0.0042169,0.07,-0.46,4,57,269.43,318.03,4,0.07,NA
chr2,37020837,37027922,7086,*,RD293,HEATR5B,jaccard,3.5774e-8,0.0086368,0,-0.76,0,25,51.42,53.78,1,0.04,NA
chr12,52009240,52010880,1641,*,GSS158504,TAMALIN,jaccard,3.5792e-8,0.028043,0.41,-0.59,18,44,42.97,46.11,26,0.59,NA
chr5,69365755,69366502,748,*,RD146,NA,jaccard,3.5815e-8,0.020656,0.21,-0.65,7,33,140.83,184.61,4,0.12,NA
chr1,1299906,1299972,67,*,RD143,ACAP3,jaccard,3.5847e-8,0.0023078,0.45,-0.52,30,66,122.63,149.01,36,0.55,NA
chr3,129393796,129399380,5585,*,RD144,RPL32P3,jaccard,3.5865e-8,0.0034381,1,0.95,9,9,0.95,109.32,0,0,NA
chr19,16862560,16863679,1120,*,RD158,SIN3B,jaccard,3.5876e-8,0.005843,0.88,0.64,49,56,44.64,140.6,7,0.12,NA
chr6,107911397,107912715,1319,*,RD158,SEC63,jaccard,3.5881e-8,0.005843,0.29,-0.7,5,17,59.55,59.95,0,0,NA
chr17,1683702,1684471,770,*,UDN093752,NA,jaccard,3.594e-8,0.018655,0.55,-0.41,32,58,150.71,155.59,26,0.45,NA
chr17,28168658,28172516,3859,*,UDN077682,NLK,jaccard,3.5945e-8,0.0097923,0.33,-0.67,14,43,40.91,41.35,29,0.67,NA
chr19,46989676,46999303,9628,*,RD465,ARHGAP35,jaccard,3.5945e-8,0.015231,0.36,-0.62,17,47,67.9,73.38,23,0.49,NA
chr13,26218607,26219456,850,*,RD144,RNF6,jaccard,3.5972e-8,0.0034381,0.39,-0.6,9,23,79.06,80.74,0,0,NA
chr2,11160695,11164203,3509,*,RD268,SLC66A3,jaccard,3.6004e-8,0.0065862,0.56,-0.42,35,63,155.69,162.88,28,0.44,NA
chr17,39658027,39658404,378,*,RD139,STARD3,jaccard,3.6005e-8,0.0017185,0.5,-0.36,51,103,264.89,320.33,48,0.47,NA
chr11,32838931,32853295,14365,*,RD144,PRRG4,jaccard,3.6016e-8,0.0034381,0.87,0.84,13,15,11.55,111.07,0,0,NA
chr9,32544327,32550773,6447,*,UDN077682,RIGI;TOPORS,jaccard,3.608e-8,0.0097923,0,-0.86,0,25,43.28,47.89,25,1,NA
chr2,27369550,27369875,326,*,RD275,EIF2B4,jaccard,3.6089e-8,0.0042454,0.38,-0.51,21,55,118.24,127.04,0,0,NA
chr19,14159216,14159400,185,*,RD142,NA,jaccard,3.6146e-8,0.0016189,1,0.86,24,24,25.13,62.74,0,0,NA
chr16,67730047,67731471,1425,*,RD142,RANBP10,jaccard,3.618e-8,0.0016189,0.36,-0.6,10,28,158.61,187.98,18,0.64,NA
chr14,103915190,103921469,6280,*,RD144,ATP5MJ,jaccard,3.6187e-8,0.003441,0.4,-0.55,21,53,252.57,272.56,3,0.06,NA
chr16,793275,794053,779,*,RD141,CHTF18,jaccard,3.6207e-8,0.0071938,0,-0.81,0,32,41.36,43.05,11,0.34,NA
chr5,179853438,179858730,5293,*,RD534,NA,jaccard,3.6356e-8,0.0070876,0.42,-0.58,22,53,57.44,59,15,0.28,NA
chr20,20412149,20472828,60680,*,GSS225379,RALGAPA2,jaccard,3.6438e-8,0.0087518,0.46,-0.52,59,129,90.6,96.81,70,0.54,NA
chr12,30634287,30636981,2695,*,RD143,IPO8,jaccard,3.6473e-8,0.0023409,0.27,-0.71,3,11,131,133.25,8,0.73,NA
chr16,2561523,2577424,15902,*,RD466,PDPK1,jaccard,3.6473e-8,0.027197,0.76,0.73,48,63,4.04,55.48,3,0.05,NA
chr10,119919597,119920888,1292,*,RD419,SEC23IP,jaccard,3.6474e-8,0.034331,0.56,-0.43,20,36,67.17,68.66,16,0.44,NA
chr15,38490689,38494381,3693,*,RD140,RASGRP1,jaccard,3.6535e-8,0.0031666,0.43,-0.48,49,114,113.05,143.14,45,0.39,NA
chr3,14946155,14948012,1858,*,UDN077682,LOC105376963;FGD5-AS1;NR2C2,jaccard,3.654e-8,0.0097998,0.13,-0.48,33,248,79.3,187.13,76,0.31,NA
chr3,9445741,9447049,1309,*,UDN110107,SETD5,jaccard,3.6541e-8,0.021677,0.43,-0.57,12,28,83.5,85.31,0,0,NA
chr19,42096244,42099526,3283,*,RD144,POU2F2,jaccard,3.6558e-8,0.003466,0.02,-0.47,1,46,199.27,392.11,0,0,NA
chr3,133623458,133624051,594,*,GSS158504,TOPBP1,jaccard,3.6583e-8,0.028131,0.43,-0.57,12,28,42.7,43.27,16,0.57,NA
chr1,211279317,211289177,9861,*,RD140,RCOR3,jaccard,3.6603e-8,0.0031666,0.23,-0.76,3,13,60.42,61.69,10,0.77,NA
chr5,53100535,53101358,824,*,RD466,MOCS2,jaccard,3.6615e-8,0.027197,0,-0.98,0,12,35.23,37.09,12,1,NA
chr15,57263275,57273029,9755,*,RD142,TCF12,jaccard,3.6644e-8,0.001633,0.16,-0.82,3,19,70.28,78.48,0,0,NA
chr2,161993385,161994960,1576,*,RD142,DPP4,jaccard,3.6691e-8,0.001633,0.47,-0.49,17,36,123.53,137.41,19,0.53,NA
chr12,67306598,67307396,799,*,RD534,CAND1,jaccard,3.6739e-8,0.0071289,0.62,-0.37,28,45,155.59,162.14,17,0.38,NA
chr17,51225210,51259834,34625,*,RD144,MBTD1,jaccard,3.6756e-8,0.0034768,0.97,0.91,31,32,1.93,33.11,0,0,NA
chr19,12807080,12807205,126,*,RD448,RNASEH2A,jaccard,3.6796e-8,0.018888,0.32,-0.68,6,19,67.85,69.98,13,0.68,NA
chr2,240591012,240591932,921,*,UDN754828,CAPN10;GPR35,jaccard,3.6807e-8,0.022476,0,-0.84,0,14,101.65,126.24,11,0.79,NA
chr11,134257258,134258514,1257,*,RD432,ACAD8,jaccard,3.6825e-8,0.023893,0.05,-0.76,2,39,46.47,71.03,16,0.41,NA
chr11,64255617,64255720,104,*,UDN240668,PLCB3,jaccard,3.6882e-8,0.015789,0.35,-0.64,16,46,28.39,29.08,30,0.65,NA
chr14,92837450,92839365,1916,*,RD142,GOLGA5,jaccard,3.6899e-8,0.0016405,0.44,-0.54,15,34,92.24,97.55,19,0.56,NA
chr7,44572438,44572573,136,*,RD143,DDX56,jaccard,3.7022e-8,0.00237,0.42,-0.48,26,62,232.3,315,13,0.21,NA
chr10,79307572,79312641,5070,*,RD143,ZMIZ1,jaccard,3.7041e-8,0.00237,0.7,0.65,14,20,37.45,203.49,3,0.15,NA
chr3,27718649,27718734,86,*,RD534,EOMES,jaccard,3.7088e-8,0.0071402,0.18,-0.81,2,11,107.22,113.62,9,0.82,NA
chr10,13124111,13125417,1307,*,RD144,OPTN,jaccard,3.7092e-8,0.0035006,0.58,-0.41,18,31,279.01,289.03,10,0.32,NA
chr1,155325673,155325863,191,*,RD142,RUSC1,jaccard,3.7096e-8,0.0016463,0.2,-0.74,5,25,58.24,61.09,0,0,NA
chr9,128504905,128508875,3971,*,RD140,GLE1,jaccard,3.7173e-8,0.0031959000000000002,0.16,-0.76,5,31,72.34,89.62,0,0,NA
chr10,88880639,88882461,1823,*,RD448,STAMBPL1,jaccard,3.7175e-8,0.018888,0.78,0.77,18,23,0.45,36.61,0,0,NA
chrX,71125496,71126035,540,*,RD142,MED12,jaccard,3.7183e-8,0.0016463,0.86,0.83,12,14,0.68,100.05,0,0,NA
chr12,50685957,50686572,616,*,RD419,DIP2B,jaccard,3.7204e-8,0.034331,0,-0.97,0,11,51.88,54.85,0,0,NA
chr19,14160697,14161311,615,*,RD142,NA,jaccard,3.7256e-8,0.0016467,1,0.78,32,32,22.38,71.15,0,0,NA
chr6,154246761,154247448,688,*,RD147,OPRM1;IPCEF1;CNKSR3,jaccard,3.7277e-8,0.034914,0.22,-0.76,4,18,73.93,76.93,0,0,NA
chr20,62964316,62965131,816,*,RD466,SLC17A9,jaccard,3.7291e-8,0.027197,0,-1,0,8,49.29,50.41,8,1,NA
chr3,52711870,52737585,25716,*,RD466,NEK4,jaccard,3.7333e-8,0.027197,0,-0.93,0,19,34.13,37.99,0,0,NA
chr1,153953607,153954837,1231,*,GSS225379,CRTC2,jaccard,3.7346e-8,0.0089126,0.32,0.32,167,520,2.79,235.68,107,0.21,NA
chr16,11758540,11761909,3370,*,RD142,ZC3H7A,jaccard,3.7405e-8,0.0016506,0.31,0.3,18,59,5.12,255.49,8,0.14,NA
