gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
TIPARP	ENST00000461166	254	3.4445e+02	7.3741e-01	1.6600e-05	4410	20	8.1033e+01	2.4681e-01	1119	137	1.2192e+02	1.1237e+00	6.0932e-06	1202	0	1.5172e-06	309	2.6454e+01	9.9991e-01	2.6797e-11	9.0180e-05	0.0000e+00	9.7700e-01	1.2950e+00	6.6500e-01	8.1800e-01	0.0000e+00	1.1300e-01		-1.0734e+00	1.7319e+00	4.7661e+00	280	0	0	4	1.9891e-05	7.9584e-06	125735	4	0	125739	1.5906e-05	3.1812e-05	1.2303e-04	0.0000e+00	0.0000e+00	0.0000e+00	9.2498e-05	8.7962e-06	0.0000e+00	0.0000e+00	6.1518e-05	0.0000e+00	0.0000e+00	0.0000e+00	9.2392e-05	8.7911e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000163659	2	1971	5	protein_coding	33536	9.9775e-01	0	1.7570e+01	0.0000e+00	NA	3	156391024	156424559
ZBTB4	ENST00000311403	498	6.3492e+02	7.8435e-01	3.9795e-05	6299	88	1.3128e+02	6.7030e-01	1280	278	2.7093e+02	1.0261e+00	1.7853e-05	2344	0	1.5553e-06	287	2.6342e+01	9.9991e-01	2.9667e-11	9.4026e-05	0.0000e+00	9.3000e-01	1.1330e+00	7.2800e-01	8.4500e-01	0.0000e+00	1.1300e-01		-3.3782e-01	1.9310e+00	4.7560e+00	281	0	0	12	4.8732e-05	4.2591e-06	125735	12	0	125747	4.7716e-05	2.8630e-04	0.0000e+00	5.7904e-05	0.0000e+00	0.0000e+00	5.2609e-05	6.2920e-05	0.0000e+00	6.5572e-05	0.0000e+00	5.7819e-05	0.0000e+00	0.0000e+00	4.6195e-05	6.1531e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000174282	2	3039	2	protein_coding	24898	9.9849e-01	0	1.8637e+01	0.0000e+00	NA	17	7362685	7387582
ISY1	ENST00000273541	114	1.5802e+02	7.2141e-01	8.6933e-06	1971	24	4.7623e+01	5.0396e-01	573	39	5.5883e+01	6.9789e-01	3.2186e-06	558	0	1.8166e-06	282	2.6123e+01	9.9990e-01	3.6202e-11	1.0203e-04	0.0000e+00	5.3900e-01	9.1200e-01	6.1900e-01	8.4300e-01	0.0000e+00	1.1400e-01		1.7753e+00	1.2445e+00	4.7362e+00	282	0	0	2	8.1005e-06	4.0504e-06	123526	2	0	123528	8.0954e-06	8.0954e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.5415e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.5370e-05	protein_coding	ENSG00000240682	2	921	12	protein_coding	33879	9.9829e-01	1	2.2714e+01	4.4027e-02	NA	3	128846258	128880136
HNRNPU	ENST00000283179	253	4.5551e+02	5.5542e-01	2.2515e-05	5414	12	3.9760e+01	3.0181e-01	400	214	1.6742e+02	1.2782e+00	8.3174e-06	1527	1	2.1934e-06	504	4.1692e+01	1.0000e+00	2.8161e-16	1.5710e-06	2.3985e-02	1.1430e+00	1.4320e+00	5.0000e-01	6.1600e-01	8.0000e-03	1.1400e-01		-2.8295e+00	3.3718e+00	5.8399e+00	283	0	0	4	1.5957e-05	4.0271e-06	125744	4	0	125748	1.5905e-05	3.1810e-05	0.0000e+00	0.0000e+00	1.9841e-04	5.4741e-05	0.0000e+00	8.7906e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9843e-04	5.4367e-05	0.0000e+00	8.7897e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000153187	2	2475	14	protein_coding	13377	9.9990e-01	1	3.0398e+01	3.2897e-02	NA	1	245014468	245027844
TLK2	ENST00000346027	148	4.0110e+02	3.6899e-01	2.1719e-05	4917	12	1.1347e+02	1.0575e-01	1576	145	1.4540e+02	9.9727e-01	8.0189e-06	1353	2	3.5145e-06	609	5.4994e+01	1.0000e+00	1.7287e-20	5.6478e-08	3.6368e-02	8.7000e-01	1.1450e+00	3.2200e-01	4.2300e-01	1.4000e-02	1.1400e-01		2.5858e-02	4.4909e+00	6.6220e+00	284	0	0	5	2.0068e-05	4.0654e-06	125736	5	0	125741	1.9882e-05	4.9706e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6662e-05	3.2912e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6371e-05	3.2589e-04	0.0000e+00	protein_coding	ENSG00000146872	2	2250	21	protein_coding	156824	1.0000e+00	0	4.2595e+01	0.0000e+00	NA	17	60536019	60692842
TRERF1	ENST00000372922	535	7.0331e+02	7.6069e-01	4.2597e-05	7810	58	9.0670e+01	6.3969e-01	1002	305	3.0538e+02	9.9875e-01	2.0795e-05	2401	2	2.9226e-06	564	5.5238e+01	1.0000e+00	1.3832e-20	5.1539e-08	3.6207e-02	9.0900e-01	1.0980e+00	7.0800e-01	8.1700e-01	1.4000e-02	1.1400e-01		1.7230e-02	2.2553e+00	6.6378e+00	285	0	0	5	3.6153e-05	2.0219e-05	125739	9	0	125748	3.5786e-05	1.6104e-04	6.1584e-05	0.0000e+00	0.0000e+00	5.4371e-05	0.0000e+00	6.2058e-05	0.0000e+00	0.0000e+00	6.1518e-05	0.0000e+00	0.0000e+00	5.4367e-05	0.0000e+00	6.1530e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000124496	2	3600	14	protein_coding	227121	9.9960e-01	3	3.5391e+01	8.4767e-02	NA	6	42192669	42419789
DHX30	ENST00000445061	352	7.6392e+02	4.6078e-01	5.2184e-05	7676	33	1.9872e+02	1.6606e-01	2009	348	3.1671e+02	1.0988e+00	2.0091e-05	2555	2	3.0691e-06	576	5.4965e+01	1.0000e+00	1.7745e-20	5.7089e-08	3.6387e-02	1.0060e+00	1.2010e+00	4.2100e-01	5.0300e-01	1.4000e-02	1.1500e-01		-1.3822e+00	5.2961e+00	6.6201e+00	286	0	0	5	6.7735e-05	5.1704e-05	125731	17	0	125748	6.7598e-05	5.7460e-04	7.3819e-04	0.0000e+00	2.0183e-04	0.0000e+00	0.0000e+00	2.6416e-05	0.0000e+00	0.0000e+00	7.3846e-04	0.0000e+00	1.9843e-04	0.0000e+00	0.0000e+00	2.6369e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000132153	2	3582	20	protein_coding	47287	1.0000e+00	0	3.9872e+01	0.0000e+00	NA	3	47844399	47891685
MYCBP2	ENST00000544440	1566	2.3992e+03	6.5271e-01	1.2236e-04	30359	702	1.3439e+03	5.2237e-01	17269	848	8.4854e+02	9.9937e-01	4.4271e-05	8938	18	1.3038e-05	2916	2.3284e+02	1.0000e+00	4.8111e-74	2.1055e-25	7.7305e-02	9.4400e-01	1.0580e+00	6.2500e-01	6.8000e-01	5.2000e-02	1.1500e-01		1.4441e-02	6.0451e+00	1.3047e+01	287	0	0	28	1.5188e-04	1.9945e-05	125710	38	0	125748	1.5111e-04	2.8713e-03	6.1561e-05	8.7463e-05	4.9775e-04	5.4377e-05	1.8506e-04	1.5065e-04	1.6297e-04	1.9613e-04	6.1518e-05	8.6729e-05	4.9615e-04	5.4367e-05	1.8479e-04	1.4944e-04	1.6288e-04	1.9600e-04	protein_coding	ENSG00000005810	2	13920	83	protein_coding	282394	1.0000e+00	12	1.6793e+02	7.1459e-02	NA	13	77618792	77901185
FUBP1	ENST00000370768	203	3.6195e+02	5.6085e-01	1.7937e-05	4126	52	1.3528e+02	3.8438e-01	1568	116	1.1363e+02	1.0208e+00	5.7184e-06	1288	1	1.9644e-06	483	4.1091e+01	1.0000e+00	4.8693e-16	1.9670e-06	2.4336e-02	8.7700e-01	1.1910e+00	4.9900e-01	6.3000e-01	8.0000e-03	1.1500e-01		-1.7446e-01	2.9689e+00	5.7955e+00	288	0	0	2	1.8017e-05	1.3996e-05	124662	4	0	124666	1.6043e-05	3.2086e-05	0.0000e+00	3.8078e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8854e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.9169e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.6536e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000162613	2	1932	20	protein_coding	35055	9.9997e-01	0	2.9383e+01	0.0000e+00	NA	1	78409740	78444794
TRIM24	ENST00000343526	321	5.4670e+02	5.8716e-01	2.7110e-05	6880	51	1.6359e+02	3.1175e-01	2018	164	1.9256e+02	8.5169e-01	9.4191e-06	1966	2	2.9127e-06	635	5.4620e+01	1.0000e+00	2.4288e-20	6.4940e-08	3.6616e-02	7.4900e-01	9.6900e-01	5.3500e-01	6.4400e-01	1.4000e-02	1.1500e-01		1.6178e+00	3.4302e+00	6.5977e+00	289	0	0	4	2.4394e-05	1.1941e-05	125697	6	0	125703	2.3866e-05	7.1599e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.4389e-05	0.0000e+00	4.4736e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.4367e-05	0.0000e+00	4.3971e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000122779	2	3150	19	protein_coding	129660	1.0000e+00	1	3.8344e+01	2.6080e-02	NA	7	138145079	138274738
ZC3H7A	ENST00000396516	406	5.1802e+02	7.8375e-01	2.7356e-05	6428	89	2.0212e+02	4.4032e-01	2432	193	1.8205e+02	1.0602e+00	1.0265e-05	1707	2	2.7700e-06	715	5.4949e+01	1.0000e+00	1.8002e-20	5.7426e-08	3.6397e-02	9.4200e-01	1.1950e+00	7.2200e-01	8.5100e-01	1.4000e-02	1.1500e-01		-6.3805e-01	1.7490e+00	6.6191e+00	290	0	0	7	3.3247e-05	8.3573e-06	125734	8	0	125742	3.1812e-05	1.2725e-04	0.0000e+00	9.0677e-05	0.0000e+00	0.0000e+00	4.6764e-05	2.6455e-05	0.0000e+00	4.4220e-05	0.0000e+00	8.6739e-05	0.0000e+00	0.0000e+00	4.6195e-05	2.6371e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000122299	2	2913	22	protein_coding	46682	9.9999e-01	2	4.0178e+01	4.9779e-02	NA	16	11844442	11891123
UBXN7	ENST00000296328	126	2.7431e+02	4.5933e-01	1.4837e-05	3216	14	8.6493e+01	1.6186e-01	989	96	9.4668e+01	1.0141e+00	4.8021e-06	907	0	1.2539e-06	316	2.5734e+01	9.9988e-01	5.1624e-11	1.1803e-04	0.0000e+00	8.5900e-01	1.2020e+00	3.9700e-01	5.3300e-01	0.0000e+00	1.1600e-01		-1.0758e-01	3.1822e+00	4.7008e+00	291	0	0	1	4.0070e-06	4.0070e-06	124781	1	0	124782	4.0070e-06	2.0035e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8274e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8274e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000163960	2	1467	11	protein_coding	84813	9.9066e-01	1	1.8152e+01	5.5091e-02	NA	3	196074533	196159345
SLC17A7	ENST00000221485	178	3.6581e+02	4.8660e-01	2.1443e-05	3631	13	8.1252e+01	1.6000e-01	787	157	1.5743e+02	9.9726e-01	1.0356e-05	1135	0	1.1002e-06	285	2.5767e+01	9.9988e-01	5.0090e-11	1.1658e-04	0.0000e+00	8.7500e-01	1.1380e+00	4.3000e-01	5.5100e-01	0.0000e+00	1.1600e-01		2.7074e-02	3.4894e+00	4.7038e+00	292	0	0	4	1.5949e-05	3.9969e-06	125742	4	0	125746	1.5905e-05	3.1811e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.4466e-05	0.0000e+00	1.7645e-05	0.0000e+00	3.2663e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.4367e-05	0.0000e+00	1.7580e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000104888	2	1680	12	protein_coding	12960	9.9593e-01	0	1.5980e+01	0.0000e+00	NA	19	49932658	49945617
NOTCH2	ENST00000256646	1000	1.3640e+03	7.3313e-01	7.7499e-05	16313	324	6.2572e+02	5.1780e-01	7485	518	5.0546e+02	1.0248e+00	2.7737e-05	4733	6	5.4356e-06	1271	1.0236e+02	1.0000e+00	5.0306e-35	8.3901e-13	5.8619e-02	9.5300e-01	1.1020e+00	6.9500e-01	7.7200e-01	3.1000e-02	1.1600e-01		-4.3843e-01	3.5024e+00	8.8255e+00	293	0	0	13	6.3932e-05	8.0495e-06	125732	16	0	125748	6.3621e-05	5.0899e-04	1.8490e-04	2.8913e-05	9.9443e-05	0.0000e+00	0.0000e+00	7.0703e-05	0.0000e+00	9.7988e-05	1.8456e-04	2.8909e-05	9.9211e-05	0.0000e+00	0.0000e+00	7.0320e-05	0.0000e+00	9.7993e-05	protein_coding	ENSG00000134250	2	7413	34	protein_coding	158065	1.0000e+00	4	6.9213e+01	5.7792e-02	NA	1	120454176	120612240
SMARCC1	ENST00000254480	438	6.0773e+02	7.2072e-01	3.2024e-05	7242	78	1.7442e+02	4.4719e-01	2095	212	2.1645e+02	9.7946e-01	1.1803e-05	2091	3	3.6364e-06	765	6.6691e+01	1.0000e+00	4.5764e-24	3.6999e-09	4.4984e-02	8.7500e-01	1.0980e+00	6.6600e-01	7.8000e-01	1.9000e-02	1.1600e-01		2.3757e-01	2.4466e+00	7.2271e+00	294	0	0	11	5.1152e-05	9.8567e-06	125735	12	0	125747	4.7716e-05	2.8630e-04	0.0000e+00	5.8009e-05	1.0412e-04	5.7590e-05	4.8885e-05	5.5708e-05	0.0000e+00	3.2667e-05	0.0000e+00	5.7819e-05	9.9211e-05	5.4367e-05	4.6195e-05	5.2740e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000173473	2	3315	28	protein_coding	196835	1.0000e+00	2	4.9437e+01	4.0456e-02	NA	3	47626762	47823596
RAI1	ENST00000353383	1029	1.1347e+03	9.0681e-01	7.4741e-05	12193	227	3.2388e+02	7.0087e-01	3566	610	5.2167e+02	1.1693e+00	3.7579e-05	4106	2	3.0605e-06	629	5.4366e+01	1.0000e+00	3.0624e-20	7.1424e-08	3.6788e-02	1.0930e+00	1.2500e+00	8.6100e-01	9.5500e-01	1.4000e-02	1.1600e-01		-3.0398e+00	1.1156e+00	6.5812e+00	295	0	0	5	2.0372e-05	4.2186e-06	125693	5	0	125698	1.9889e-05	4.9723e-05	6.7659e-05	0.0000e+00	0.0000e+00	5.5506e-05	4.6481e-05	1.7830e-05	0.0000e+00	0.0000e+00	6.1593e-05	0.0000e+00	0.0000e+00	5.4367e-05	4.6199e-05	1.7591e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000108557	2	5718	4	protein_coding	129981	9.9914e-01	3	3.3359e+01	8.9931e-02	NA	17	17584787	17714767
CSE1L	ENST00000262982	325	5.0522e+02	6.4328e-01	2.5068e-05	6429	72	1.6266e+02	4.4264e-01	2299	195	1.8362e+02	1.0620e+00	9.8213e-06	1800	2	2.7937e-06	662	5.3824e+01	1.0000e+00	5.0164e-20	8.7464e-08	3.7158e-02	9.4400e-01	1.1960e+00	5.8700e-01	7.0500e-01	1.4000e-02	1.1700e-01		-6.6039e-01	2.8493e+00	6.5458e+00	296	0	0	3	1.1944e-05	3.9846e-06	125737	3	0	125740	1.1929e-05	1.7894e-05	6.1523e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7946e-06	0.0000e+00	3.2665e-05	6.1518e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7906e-06	0.0000e+00	3.2663e-05	protein_coding	ENSG00000124207	2	2913	24	protein_coding	50641	9.9998e-01	2	3.9239e+01	5.0970e-02	NA	20	47662849	47713489
EIF4A1	ENST00000293831	74	2.4824e+02	2.9810e-01	1.4146e-05	2679	12	8.8757e+01	1.3520e-01	1076	138	8.8887e+01	1.5525e+00	5.0434e-06	775	0	1.5622e-06	254	2.5388e+01	9.9987e-01	7.0722e-11	1.3431e-04	0.0000e+00	1.3510e+00	1.7870e+00	2.4600e-01	3.6200e-01	0.0000e+00	1.1700e-01	syn_outlier	-4.0949e+00	3.9298e+00	4.6691e+00	297	0	0	1	4.2530e-06	4.2530e-06	117562	1	0	117563	4.2530e-06	2.1265e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.2718e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.2718e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000161960	2	1218	11	protein_coding	6300	9.9961e-01	0	2.2289e+01	0.0000e+00	NA	17	7476024	7482323
PIK3CA	ENST00000263967	191	5.6573e+02	3.3762e-01	2.8454e-05	7098	31	2.0084e+02	1.5435e-01	2490	144	1.8475e+02	7.7945e-01	8.7854e-06	1924	3	4.3083e-06	710	6.6391e+01	1.0000e+00	6.0142e-24	4.1390e-09	4.5187e-02	6.8000e-01	8.9500e-01	2.9900e-01	3.8100e-01	2.0000e-02	1.1700e-01		2.3565e+00	5.5986e+00	7.2093e+00	298	0	0	4	2.0095e-05	8.0387e-06	124789	5	0	124794	2.0033e-05	5.0084e-05	0.0000e+00	2.9075e-05	0.0000e+00	0.0000e+00	4.6447e-05	2.6600e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8962e-05	0.0000e+00	0.0000e+00	4.6379e-05	2.6480e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000121879	1	3204	20	protein_coding	91980	1.0000e+00	3	5.0376e+01	5.9552e-02	NA	3	178865902	178957881
KIF5C	ENST00000435030	253	5.1084e+02	4.9526e-01	2.8513e-05	6320	44	1.6859e+02	2.6098e-01	1955	183	1.9047e+02	9.6077e-01	1.0725e-05	1686	2	2.7873e-06	680	5.3686e+01	1.0000e+00	5.6902e-20	9.2109e-08	3.7254e-02	8.5100e-01	1.0860e+00	4.4600e-01	5.5000e-01	1.4000e-02	1.1700e-01		4.2563e-01	4.0539e+00	6.5367e+00	299	0	0	7	4.8674e-05	1.2039e-05	124682	12	0	124694	4.8119e-05	2.8872e-04	1.2925e-04	5.8030e-05	0.0000e+00	1.1126e-04	0.0000e+00	4.4628e-05	0.0000e+00	3.6822e-05	1.2917e-04	5.7926e-05	0.0000e+00	1.1125e-04	0.0000e+00	4.4203e-05	0.0000e+00	3.2678e-05	protein_coding	ENSG00000168280	2	2871	25	protein_coding	250455	9.9952e-01	2	3.0498e+01	6.5579e-02	NA	2	149632819	149883273
REV3L	ENST00000358835	1315	1.5921e+03	8.2596e-01	8.0789e-05	20622	329	5.6628e+02	5.8099e-01	7303	544	5.6074e+02	9.7014e-01	2.7776e-05	5956	9	7.6511e-06	1720	1.3452e+02	1.0000e+00	1.3431e-44	7.0488e-16	6.6905e-02	9.0300e-01	1.0410e+00	7.8800e-01	8.6400e-01	3.9000e-02	1.1700e-01		5.5574e-01	2.4677e+00	1.0029e+01	300	0	0	19	9.2059e-05	1.3841e-05	125715	22	0	125737	8.7488e-05	9.6241e-04	1.2389e-04	2.8937e-05	0.0000e+00	1.0878e-04	1.4259e-04	1.0984e-04	1.7501e-04	3.3293e-05	1.2304e-04	2.8909e-05	0.0000e+00	1.0874e-04	1.3859e-04	1.0549e-04	1.6309e-04	3.2663e-05	protein_coding	ENSG00000009413	2	9390	32	protein_coding	184685	1.0000e+00	2	9.1153e+01	2.1941e-02	NA	6	111620234	111804918
AGPS	ENST00000264167	186	3.5793e+02	5.1965e-01	1.7161e-05	4284	19	1.0483e+02	1.8125e-01	1194	124	1.2613e+02	9.8312e-01	6.1427e-06	1245	1	2.0011e-06	487	4.0462e+01	1.0000e+00	8.6383e-16	2.4889e-06	2.4715e-02	8.4900e-01	1.1410e+00	4.6000e-01	5.8700e-01	8.0000e-03	1.1700e-01		1.4903e-01	3.2294e+00	5.7488e+00	301	0	0	5	1.9927e-05	3.9994e-06	125723	5	0	125728	1.9884e-05	4.9711e-05	0.0000e+00	0.0000e+00	9.9246e-05	0.0000e+00	0.0000e+00	2.6409e-05	0.0000e+00	3.3148e-05	0.0000e+00	0.0000e+00	9.9211e-05	0.0000e+00	0.0000e+00	2.6376e-05	0.0000e+00	3.2665e-05	protein_coding	ENSG00000018510	2	1974	20	protein_coding	151193	9.9881e-01	2	2.8082e+01	7.1221e-02	NA	2	178257372	178408564
ADAM10	ENST00000260408	222	4.1047e+02	5.4084e-01	2.0966e-05	4967	14	9.6364e+01	1.4528e-01	1173	145	1.3562e+02	1.0691e+00	6.7017e-06	1345	1	2.1464e-06	498	4.0485e+01	1.0000e+00	8.4581e-16	2.4675e-06	2.4700e-02	9.3300e-01	1.2270e+00	4.8400e-01	6.0400e-01	8.0000e-03	1.1700e-01		-6.3286e-01	3.3058e+00	5.7505e+00	302	0	0	2	7.9591e-06	3.9804e-06	125716	2	0	125718	7.9543e-06	7.9544e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.7601e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.7586e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000137845	2	2244	16	protein_coding	154775	9.9984e-01	1	2.9127e+01	3.4332e-02	NA	15	58887403	59042177
MED1	ENST00000300651	661	8.3493e+02	7.9168e-01	4.1999e-05	10435	160	2.4726e+02	6.4710e-01	3164	271	3.1221e+02	8.6801e-01	1.6673e-05	3159	2	2.8718e-06	724	5.3631e+01	1.0000e+00	5.9806e-20	9.4011e-08	3.7292e-02	7.8500e-01	9.6000e-01	7.4200e-01	8.4400e-01	1.4000e-02	1.1700e-01		1.8332e+00	2.1391e+00	6.5332e+00	303	0	0	7	2.8154e-05	4.2424e-06	125741	7	0	125748	2.7834e-05	9.7420e-05	0.0000e+00	2.9474e-05	0.0000e+00	0.0000e+00	0.0000e+00	4.4289e-05	0.0000e+00	3.2663e-05	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	4.3949e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000125686	2	4743	17	protein_coding	47002	9.9999e-01	1	3.6727e+01	2.7228e-02	NA	17	37560538	37607539
SMARCC2	ENST00000267064	416	7.0883e+02	5.8688e-01	4.0097e-05	7923	5	2.5281e+01	1.9778e-01	256	272	2.8104e+02	9.6784e-01	1.7469e-05	2415	3	3.5993e-06	732	6.6249e+01	1.0000e+00	6.8393e-24	4.3634e-09	4.5283e-02	8.7600e-01	1.0700e+00	5.4100e-01	6.3600e-01	2.0000e-02	1.1700e-01		4.2387e-01	3.9085e+00	7.2009e+00	304	0	0	5	2.3968e-05	7.9761e-06	125742	6	0	125748	2.3858e-05	7.1573e-05	0.0000e+00	5.7830e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.5341e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.7819e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.5159e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000139613	2	3642	28	protein_coding	26585	1.0000e+00	0	5.0285e+01	0.0000e+00	NA	12	56556767	56583351
MYRF	ENST00000278836	456	7.0140e+02	6.5013e-01	4.2798e-05	7418	168	3.0068e+02	5.5874e-01	3146	270	2.9536e+02	9.1414e-01	1.9617e-05	2345	2	2.6449e-06	595	5.3943e+01	1.0000e+00	4.5007e-20	8.3655e-08	3.7076e-02	8.2700e-01	1.0110e+00	6.0100e-01	7.0200e-01	1.4000e-02	1.1700e-01		1.1600e+00	3.2927e+00	6.5536e+00	305	0	0	8	4.4062e-05	7.9594e-06	125724	5	0	125729	1.9884e-05	4.9711e-05	0.0000e+00	2.9686e-05	0.0000e+00	5.4419e-05	0.0000e+00	7.9254e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8919e-05	0.0000e+00	5.4367e-05	0.0000e+00	2.6374e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000124920	2	3453	27	protein_coding	35877	9.9985e-01	2	3.3594e+01	5.9534e-02	NA	11	61520114	61555990
DOT1L	ENST00000398665	736	9.7550e+02	7.5449e-01	6.7279e-05	9847	329	5.2001e+02	6.3267e-01	5497	566	4.7158e+02	1.2002e+00	3.8910e-05	3192	3	3.1428e-06	762	6.5780e+01	1.0000e+00	1.0493e-23	5.2016e-09	4.5607e-02	1.1200e+00	1.2870e+00	7.0900e-01	8.0200e-01	2.0000e-02	1.1800e-01		-3.4180e+00	2.7249e+00	7.1729e+00	306	0	0	4	2.1769e-05	8.8438e-06	124563	5	0	124568	2.0070e-05	5.0174e-05	7.4096e-05	0.0000e+00	0.0000e+00	5.5679e-05	4.6909e-05	2.0237e-05	0.0000e+00	0.0000e+00	6.4710e-05	0.0000e+00	0.0000e+00	5.5644e-05	4.6379e-05	1.7711e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000104885	2	4611	28	protein_coding	68430	9.9999e-01	3	4.5019e+01	6.6638e-02	NA	19	2164148	2232577
CHAF1A	ENST00000301280	458	5.8377e+02	7.8456e-01	3.7312e-05	6282	94	1.6682e+02	5.6347e-01	1743	269	2.5069e+02	1.0730e+00	1.8013e-05	1839	1	1.8853e-06	509	4.0112e+01	1.0000e+00	1.1878e-15	2.8366e-06	2.4930e-02	9.7100e-01	1.1870e+00	7.2600e-01	8.4800e-01	8.0000e-03	1.1800e-01		-9.0912e-01	1.8498e+00	5.7226e+00	307	0	0	3	1.6303e-05	8.2238e-06	125743	4	0	125747	1.5905e-05	3.1810e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.4371e-05	0.0000e+00	2.6829e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.4367e-05	0.0000e+00	2.6370e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000167670	2	2868	15	protein_coding	42357	9.9623e-01	2	2.5000e+01	8.0001e-02	NA	19	4402659	4445015
